transaction_id,account_id,transaction_type,transaction_amount,transaction_date,transaction_mode,merchant_category
T06866,A0451,DEBIT,4049.94,2024-02-01,Mobile Banking,Utilities
T01475,A0281,DEBIT,444804.23,2025-08-27,Net Banking,Fuel
T03302,A0016,CREDIT,138847.45,2025-01-12,Credit Card,Retail
T06905,A0106,CREDIT,287439.97,2024-08-18,UPI,Retail
T04669,A0243,DEBIT,136792.11,2026-04-14,Debit Card,Utilities
T04186,A0371,DEBIT,63158.98,2026-05-03,Mobile Banking,Retail
T07870,A0090,DEBIT,486690.94,2024-12-03,Debit Card,Retail
T08524,A0440,DEBIT,255235.07,2024-11-13,Net Banking,Online Shopping
T01871,A0128,DEBIT,18771.63,2026-02-05,Mobile Banking,Restaurant
T02477,A0005,DEBIT,457064.88,2024-10-29,ATM,Education
T06998,A0320,CREDIT,140357.19,2024-11-27,Debit Card,Healthcare
T01940,A0446,DEBIT,248801.97,2024-02-21,Debit Card,Healthcare
T00190,A0015,DEBIT,410281.22,2025-11-27,Mobile Banking,Online Shopping
T01835,A0100,CREDIT,484445.86,2024-05-01,ATM,Restaurant
T08980,A0282,DEBIT,468151.89,2025-11-14,Mobile Banking,Grocery
T08586,A0526,DEBIT,497620.76,2024-07-25,Net Banking,Travel
T07727,A0088,CREDIT,350102.69,2025-05-17,ATM,Entertainment
T04512,A0156,CREDIT,37713.27,2025-01-21,Mobile Banking,Travel
T02120,A0131,CREDIT,67721.61,2026-08-26,ATM,Retail
T03111,A0224,DEBIT,253065.36,2024-08-01,UPI,Utilities
T06039,A0154,DEBIT,155312.24,2024-03-24,Credit Card,Entertainment
T03682,A0210,DEBIT,347177.69,2025-01-11,Net Banking,Healthcare
T08797,A0501,CREDIT,336319.47,2026-04-16,Net Banking,Retail
T07125,A0175,CREDIT,452536.65,2025-10-29,UPI,Online Shopping
T07372,A0129,DEBIT,100660.76,2025-05-22,Mobile Banking,Retail
T01939,A0049,DEBIT,460262.17,2025-01-19,Mobile Banking,Restaurant
T08380,A0233,CREDIT,172289.65,2024-07-21,Mobile Banking,Education
T03870,A0411,DEBIT,316835.9,2024-04-08,Debit Card,Entertainment
T05417,A0131,DEBIT,89698.12,2025-12-25,UPI,Grocery
T08167,A0060,DEBIT,106576.82,2025-06-26,ATM,Entertainment
T08125,A0311,CREDIT,284493.94,2025-05-30,Mobile Banking,Grocery
T08183,A0537,DEBIT,19997.3,2024-04-03,Credit Card,Online Shopping
T04111,A0449,DEBIT,157114.54,2024-10-04,Credit Card,Healthcare
T05550,A0195,CREDIT,314347.43,2024-12-13,Mobile Banking,Entertainment
T02208,A0242,CREDIT,242834.86,2024-11-18,ATM,Education
T07350,A0090,CREDIT,259949.19,2026-05-31,UPI,Healthcare
T00183,A0019,CREDIT,88700.58,2024-05-07,Net Banking,Healthcare
T06503,A0361,CREDIT,59080.01,2025-12-11,ATM,Fuel
T04710,A0521,DEBIT,290446.5,2026-07-26,ATM,Retail
T07101,A0126,CREDIT,161843.7,2024-02-09,Mobile Banking,Fuel
T00506,A0344,CREDIT,8216.48,2023-06-18,Mobile Banking,Grocery
T09415,A0517,DEBIT,47015.0,2025-12-12,Debit Card,Healthcare
T03988,A0318,DEBIT,57516.15,2024-01-09,ATM,Travel
T05327,A0560,CREDIT,135276.56,2024-01-03,Debit Card,Retail
T08773,A0030,CREDIT,219496.56,2025-12-16,Credit Card,Healthcare
T04481,A0153,CREDIT,401935.13,2024-02-11,Mobile Banking,Grocery
T07424,A0329,DEBIT,353875.98,2026-06-04,Credit Card,Travel
T08574,A0161,DEBIT,127704.16,2024-01-12,Mobile Banking,Utilities
T00023,A0518,CREDIT,366019.88,2026-05-11,Debit Card,Restaurant
T01573,A0307,DEBIT,77049.35,2024-03-05,ATM,Entertainment
T07270,A0122,DEBIT,436338.46,2025-11-10,ATM,Utilities
T01695,A0270,CREDIT,485151.46,2024-07-22,ATM,Entertainment
T02495,A0525,CREDIT,366175.82,2024-08-07,Credit Card,Restaurant
T08602,A0099,DEBIT,298196.3,2024-08-17,ATM,Travel
T08611,A0195,DEBIT,177730.03,2024-10-02,Credit Card,Fuel
T00153,A0143,CREDIT,152855.41,2026-01-25,UPI,Entertainment
T01042,A0308,CREDIT,37527.75,2025-12-26,Net Banking,Restaurant
T05429,A0404,DEBIT,438288.51,2025-02-05,Debit Card,Restaurant
T05941,A0470,CREDIT,284777.98,2025-09-14,UPI,Restaurant
T08295,A0243,CREDIT,49764.74,2026-07-15,UPI,Online Shopping
T06112,A0112,CREDIT,281049.8,2025-10-19,Net Banking,Healthcare
T02871,A0397,CREDIT,82976.2,2025-02-24,Net Banking,Fuel
T00680,A0112,DEBIT,476241.55,2026-08-12,Mobile Banking,Restaurant
T09342,A0355,CREDIT,447851.67,2025-10-10,Net Banking,Grocery
T09229,A0548,DEBIT,355062.18,2024-04-01,UPI,Travel
T03362,A0138,CREDIT,146373.21,2025-07-22,Mobile Banking,Grocery
T03653,A0392,DEBIT,216447.84,2025-11-10,Credit Card,Fuel
T09084,A0200,DEBIT,65172.9,2025-05-14,UPI,Travel
T04608,A0060,CREDIT,62591.17,2026-01-31,Credit Card,Restaurant
T04142,A0218,CREDIT,10988.3,2024-04-17,Debit Card,Utilities
T05876,A0217,DEBIT,244164.49,2024-04-17,UPI,Fuel
T01990,A0209,CREDIT,296237.21,2024-06-15,Net Banking,Travel
T05491,A0567,CREDIT,39866.79,2025-05-11,UPI,Grocery
T08801,A0554,CREDIT,190258.26,2025-02-22,Net Banking,Healthcare
T04101,A0111,DEBIT,141657.34,2025-05-07,Mobile Banking,Grocery
T04279,A0385,CREDIT,3980.42,2025-06-10,ATM,Restaurant
T07546,A0363,CREDIT,443323.64,2025-02-12,UPI,Fuel
T02008,A0289,CREDIT,403900.65,2025-07-08,Debit Card,Online Shopping
T03700,A0239,CREDIT,268654.76,2025-11-21,ATM,Travel
T01116,A0414,CREDIT,179224.87,2026-07-27,Credit Card,Fuel
T05053,A0179,DEBIT,22537.4,2025-05-22,Debit Card,Online Shopping
T05287,A0429,CREDIT,39997.89,2024-12-18,UPI,Retail
T08577,A0205,DEBIT,183656.81,2024-11-13,Mobile Banking,Retail
T03084,A0564,DEBIT,205571.35,2025-06-21,UPI,Grocery
T09450,A0279,DEBIT,175202.32,2026-03-19,Net Banking,Utilities
T04029,A0423,CREDIT,26620.37,2026-02-17,UPI,Restaurant
T06113,A0499,DEBIT,401877.45,2024-09-23,Debit Card,Entertainment
T02445,A0469,DEBIT,219076.41,2025-07-28,Debit Card,Entertainment
T06034,A0501,DEBIT,88255.36,2026-03-13,UPI,Restaurant
T08682,A0516,CREDIT,4270.47,2026-08-27,Credit Card,Utilities
T07578,A0044,DEBIT,352761.89,2025-12-13,Credit Card,Education
T00565,A0415,DEBIT,196503.42,2024-08-13,Mobile Banking,Restaurant
T07484,A0082,DEBIT,87165.56,2026-01-12,Credit Card,Online Shopping
T07547,A0019,DEBIT,440036.94,2024-09-23,Debit Card,Restaurant
T02577,A0072,CREDIT,393172.26,2024-12-01,Debit Card,Fuel
T04616,A0418,CREDIT,97141.86,2025-05-19,Credit Card,Travel
T06995,A0424,CREDIT,32783.23,2026-01-28,Debit Card,Entertainment
T07519,A0355,CREDIT,195625.06,2025-12-20,Credit Card,Entertainment
T07933,A0270,CREDIT,455346.04,2024-12-30,Debit Card,Restaurant
T00231,A0438,DEBIT,345949.22,2025-05-27,Net Banking,Healthcare
T00113,A0433,DEBIT,97784.02,2024-07-24,Mobile Banking,Travel
T00369,A0158,CREDIT,64003.19,2025-03-04,Net Banking,Restaurant
T09382,A0044,DEBIT,474603.19,2025-12-18,Credit Card,Entertainment
T07569,A0235,DEBIT,49174.6,2024-11-22,ATM,Restaurant
T07685,A0553,CREDIT,432090.19,2024-11-03,Net Banking,Entertainment
T08315,A0110,DEBIT,32149.28,2025-11-19,Debit Card,Retail
T03808,A0002,CREDIT,263518.47,2024-06-06,ATM,Utilities
T02306,A0506,CREDIT,86414.48,2024-05-25,Credit Card,Healthcare
T04959,A0343,CREDIT,46016.55,2024-11-30,Debit Card,Healthcare
T00670,A0287,CREDIT,101857.11,2024-05-20,Net Banking,Travel
T03447,A0052,CREDIT,24779.53,2024-09-25,Mobile Banking,Travel
T01194,A0134,CREDIT,367347.17,2024-01-20,Debit Card,Healthcare
T07559,A0238,DEBIT,385591.37,2025-10-23,UPI,Fuel
T07380,A0276,CREDIT,473559.57,2026-05-24,UPI,Entertainment
T08670,A0121,CREDIT,38129.49,2026-04-20,Credit Card,Utilities
T02943,A0460,CREDIT,108119.31,2025-02-01,Net Banking,Healthcare
T07732,A0326,CREDIT,68950.17,2025-05-10,ATM,Grocery
T08512,A0055,CREDIT,426634.82,2024-10-03,ATM,Education
T08864,A0507,CREDIT,399951.97,2026-01-25,Debit Card,Fuel
T02338,A0122,DEBIT,362137.81,2024-08-10,Debit Card,Grocery
T07581,A0541,CREDIT,301488.61,2025-10-23,Mobile Banking,Restaurant
T03775,A0391,DEBIT,477306.27,2024-02-01,Net Banking,Travel
T01306,A0405,DEBIT,109613.8,2024-12-25,Mobile Banking,Healthcare
T09720,A0420,TRANSFER,32959.86,2023-04-13,Credit Card,Travel
T07894,A0553,CREDIT,284848.97,2025-10-22,Net Banking,Restaurant
T00880,A0310,DEBIT,200429.72,2024-07-07,Mobile Banking,Restaurant
T03765,A0049,DEBIT,180345.22,2025-07-16,Debit Card,Utilities
T02745,A0261,DEBIT,350235.95,2025-07-06,UPI,Fuel
T08457,A0456,DEBIT,71295.62,2024-06-13,ATM,Healthcare
T01123,A0043,CREDIT,473395.25,2024-11-10,Net Banking,Fuel
T01481,A0308,CREDIT,408386.46,2025-11-15,Net Banking,Restaurant
T04062,A0329,CREDIT,255394.81,2026-04-12,UPI,Entertainment
T05399,A0097,DEBIT,168357.19,2025-02-21,ATM,Travel
T01090,A0449,DEBIT,295572.36,2024-03-07,ATM,Retail
T04182,A0214,DEBIT,7886.2,2026-08-19,Debit Card,Utilities
T08781,A0086,CREDIT,70260.08,2026-08-17,Credit Card,Retail
T09709,A0168,CREDIT,-1321.52,2024-10-26,Debit Card,Grocery
T02001,A0142,CREDIT,157499.43,2025-02-22,Net Banking,Utilities
T09466,A0115,DEBIT,195145.79,2025-06-29,UPI,Travel
T04979,A0141,CREDIT,124855.19,2024-03-25,Mobile Banking,Fuel
T01420,A0565,DEBIT,20358.16,2026-06-08,Credit Card,Online Shopping
T00307,A0382,CREDIT,209901.27,2024-06-06,Debit Card,Healthcare
T09157,A0050,DEBIT,173557.77,2024-12-10,Net Banking,Fuel
T03384,A0044,CREDIT,51644.34,2025-02-16,Net Banking,Utilities
T00218,A0475,DEBIT,226856.19,2025-01-19,Net Banking,Fuel
T03383,A0318,DEBIT,159927.42,2025-06-01,UPI,Travel
T08758,A0094,DEBIT,209954.93,2026-01-07,Mobile Banking,Fuel
T00272,A0490,CREDIT,247563.26,2025-12-22,Credit Card,Retail
T01598,A0180,DEBIT,250757.57,2026-03-18,UPI,Utilities
T02655,A0329,CREDIT,68494.19,2026-02-27,UPI,Entertainment
T06846,A0559,DEBIT,491337.18,2026-04-05,ATM,Grocery
T02714,A0176,CREDIT,83035.38,2026-03-01,UPI,Utilities
T00621,A0480,DEBIT,138524.33,2024-06-11,Debit Card,Education
T01299,A0260,CREDIT,166468.76,2025-01-02,Mobile Banking,Entertainment
T04792,A0426,CREDIT,240432.6,2026-03-20,Debit Card,Entertainment
T02375,A0024,DEBIT,134131.73,2025-05-01,ATM,Fuel
T02476,A0163,DEBIT,498384.56,2025-10-27,Credit Card,Healthcare
T00877,A0470,CREDIT,459395.69,2026-07-14,Mobile Banking,Education
T08152,A0013,DEBIT,402392.84,2026-02-08,Debit Card,Grocery
T02964,A0011,DEBIT,224509.98,2025-10-17,ATM,Healthcare
T07784,A0459,CREDIT,129240.57,2025-01-10,Debit Card,Utilities
T06329,A0072,CREDIT,126814.1,2025-04-29,Debit Card,Restaurant
T01514,A0538,CREDIT,181329.83,2024-04-07,Debit Card,Utilities
T08015,A0179,CREDIT,92302.88,2026-03-05,ATM,Education
,A0511,DEBIT,8736.03,2025-09-30,Debit Card,Online Shopping
T09364,A0538,CREDIT,391666.74,2025-03-24,Debit Card,Travel
T07064,A0534,DEBIT,106172.94,2024-06-01,Net Banking,Online Shopping
T02967,A0070,DEBIT,115276.69,2026-01-13,Mobile Banking,Online Shopping
T00839,A0487,DEBIT,168402.25,2026-07-13,UPI,Grocery
T07867,A0416,DEBIT,371961.05,2026-07-17,Credit Card,Online Shopping
T03735,A0179,CREDIT,33635.96,2024-02-26,Debit Card,Online Shopping
T01408,A0387,CREDIT,386.64,2025-04-16,Net Banking,Entertainment
T02350,A0251,CREDIT,274961.67,2024-01-02,Debit Card,Education
T07169,A0249,DEBIT,103839.67,2024-01-31,Net Banking,Utilities
T01139,A0188,DEBIT,83766.63,2026-01-27,Debit Card,Healthcare
T09683,A0273,CREDIT,-3642.31,2026-04-15,Net Banking,Restaurant
T08816,A0559,CREDIT,467810.88,2024-11-14,UPI,Restaurant
T07053,A0560,CREDIT,456578.0,2026-02-16,UPI,Retail
T04290,A0318,DEBIT,55248.63,2024-02-14,Credit Card,Healthcare
T00031,A0539,DEBIT,294160.91,2025-06-15,Credit Card,Restaurant
T02575,A0302,CREDIT,79819.23,2024-04-06,Net Banking,Grocery
T07856,A0548,CREDIT,131460.44,2025-10-01,ATM,Travel
T03062,A0163,CREDIT,1946.4,2025-06-18,Mobile Banking,Grocery
T08070,A0264,CREDIT,112160.12,2026-06-30,UPI,Utilities
T00422,A0489,CREDIT,15189.85,2025-01-09,ATM,Online Shopping
T07835,A0073,DEBIT,165241.48,2026-05-31,Credit Card,Healthcare
,A0058,DEBIT,37008.24,2023-06-24,Net Banking,Utilities
T03061,A0069,DEBIT,368933.26,2026-07-19,Mobile Banking,Education
T06129,A0540,DEBIT,262033.96,2026-04-05,Debit Card,Education
T05961,A0357,DEBIT,490890.51,2024-01-09,Debit Card,Grocery
T07059,A0474,CREDIT,433326.29,2026-05-18,Mobile Banking,Education
T03659,A0277,DEBIT,95738.59,2026-04-05,Debit Card,Education
T00970,A0104,CREDIT,319850.37,2024-10-09,Net Banking,Utilities
T07607,A0350,DEBIT,7036.62,2026-03-08,Debit Card,Fuel
T05866,A0253,CREDIT,182750.83,2026-01-29,ATM,Entertainment
T00975,A0144,CREDIT,435375.59,2025-12-17,Mobile Banking,Utilities
T09628,A9999,CREDIT,18097.63,2026-01-01,Mobile Banking,Retail
T04345,A0375,DEBIT,68763.37,2026-06-21,Debit Card,Entertainment
T02451,A0273,CREDIT,212784.48,2026-02-17,ATM,Education
T03216,A0393,DEBIT,283621.76,2024-03-31,Net Banking,Healthcare
T07248,A0499,CREDIT,147467.22,2025-12-19,Debit Card,Online Shopping
T05029,A0372,CREDIT,387248.53,2025-09-13,Net Banking,Travel
T08492,A0142,CREDIT,458494.19,2024-02-23,Credit Card,Healthcare
T03670,A0337,CREDIT,129381.27,2024-05-07,Net Banking,Education
T05573,A0514,DEBIT,86847.37,2025-03-27,Mobile Banking,Travel
T03273,A0476,CREDIT,14702.4,2026-08-06,Net Banking,Retail
T01819,A0096,CREDIT,72677.51,2024-02-19,Mobile Banking,Grocery
T08101,A0487,CREDIT,90295.79,2026-06-04,Credit Card,Grocery
T08623,A0086,CREDIT,18154.83,2024-10-23,UPI,Utilities
T00035,A0161,DEBIT,460856.51,2024-05-01,Net Banking,Healthcare
T08411,A0382,DEBIT,265695.57,2026-03-15,Debit Card,Utilities
T07404,A0104,CREDIT,190962.58,2024-09-04,Debit Card,Fuel
T01866,A0448,DEBIT,218460.75,2024-06-01,UPI,Utilities
T06782,A0095,DEBIT,27390.65,2024-10-03,ATM,Restaurant
,A0057,DEBIT,43869.64,2025-04-07,Net Banking,Restaurant
T00627,A0539,DEBIT,64798.04,2024-11-27,Net Banking,Fuel
T08638,A0172,CREDIT,84494.56,2025-12-25,Net Banking,Healthcare
T00909,A0380,CREDIT,371508.39,2026-06-23,Mobile Banking,Healthcare
T02866,A0421,CREDIT,499531.46,2024-05-10,ATM,Healthcare
T08385,A0221,DEBIT,358224.2,2024-07-06,ATM,Entertainment
T01263,A0025,CREDIT,321486.99,2025-12-15,ATM,Entertainment
T05638,A0063,DEBIT,146008.55,2024-03-29,Net Banking,Restaurant
T00994,A0223,DEBIT,13745.49,2026-06-17,Credit Card,Online Shopping
T06185,A0540,CREDIT,76542.71,2026-08-21,UPI,Retail
T05736,A0549,DEBIT,171696.31,2024-12-14,UPI,Retail
T09398,A0066,DEBIT,289442.19,2026-07-24,Net Banking,Restaurant
T02793,A0348,CREDIT,250479.82,2024-12-11,Mobile Banking,Utilities
T07908,A0092,DEBIT,84934.67,2024-07-19,UPI,Fuel
T01874,A0177,CREDIT,127835.29,2025-09-15,Net Banking,Retail
T01219,A0560,CREDIT,114133.0,2024-06-23,UPI,Utilities
T02893,A0419,DEBIT,50341.97,2025-06-22,Credit Card,Fuel
T03595,A0172,DEBIT,467527.59,2025-01-27,Debit Card,Fuel
T09225,A0096,DEBIT,460095.31,2026-05-04,Mobile Banking,Travel
T01947,A0343,DEBIT,114528.17,2024-02-24,UPI,Healthcare
T05529,A0198,DEBIT,13941.42,2026-07-05,ATM,Healthcare
T05710,A0440,DEBIT,252837.33,2025-02-26,ATM,Online Shopping
T02753,A0448,DEBIT,67574.34,2026-03-18,ATM,Retail
T03083,A0172,DEBIT,413404.44,2024-08-03,Net Banking,Restaurant
T09040,A0524,DEBIT,59472.53,2024-04-23,UPI,Restaurant
T01080,A0562,CREDIT,333793.91,2024-10-07,UPI,Entertainment
T09336,A0451,DEBIT,437078.3,2024-02-17,Net Banking,Grocery
T08854,A0510,DEBIT,436848.83,2026-08-29,Credit Card,Retail
T04546,A0512,DEBIT,44843.48,2024-09-30,UPI,Travel
T06308,A0483,CREDIT,249238.01,2024-07-15,ATM,Grocery
T08040,A0412,CREDIT,454103.26,2025-03-09,Net Banking,Restaurant
T00864,A0394,DEBIT,5893.17,2025-10-31,Mobile Banking,Healthcare
T02200,A0454,DEBIT,65598.96,2024-08-02,ATM,Grocery
T02097,A0432,CREDIT,178149.13,2024-01-06,Mobile Banking,Education
T02897,A0199,DEBIT,330272.03,2024-11-19,Credit Card,Online Shopping
T05663,A0087,DEBIT,415092.65,2025-01-01,UPI,Healthcare
T01405,A0160,CREDIT,121038.59,2025-09-15,Debit Card,Fuel
T07080,A0229,DEBIT,263268.74,2024-09-23,Debit Card,Online Shopping
T06554,A0112,CREDIT,150124.64,2025-07-25,UPI,Healthcare
T00449,A0166,CREDIT,140130.65,2025-01-07,Debit Card,Online Shopping
T04320,A0243,CREDIT,182402.4,2024-10-30,Debit Card,Healthcare
T04175,A0095,DEBIT,350677.56,2026-08-05,ATM,Restaurant
T04446,A0198,CREDIT,429403.32,2026-05-21,Credit Card,Entertainment
T02919,A0215,DEBIT,196888.76,2024-06-13,Mobile Banking,Retail
T04336,A0075,CREDIT,289037.92,2025-01-21,Mobile Banking,Fuel
T02971,A0315,DEBIT,283627.1,2024-02-27,Mobile Banking,Healthcare
T02616,A0395,CREDIT,493728.4,2024-07-26,ATM,Retail
T03060,A0372,DEBIT,477838.19,2024-04-26,Mobile Banking,Restaurant
T05799,A0215,CREDIT,429754.56,2024-08-16,Debit Card,Healthcare
,A0550,CREDIT,106.0,2023-02-10,ATM,Grocery
T00895,A0031,CREDIT,312468.86,2024-06-19,Net Banking,Utilities
T02046,A0233,CREDIT,398744.63,2025-06-18,Credit Card,Healthcare
T05116,A0222,DEBIT,346714.37,2025-02-10,Net Banking,Fuel
T08460,A0472,DEBIT,371101.16,2026-05-26,Credit Card,Healthcare
T04070,A0374,DEBIT,118799.53,2024-05-14,UPI,Retail
T00388,A0378,CREDIT,451093.85,2024-04-05,Credit Card,Grocery
T05495,A0328,DEBIT,452033.95,2025-12-15,Mobile Banking,Retail
T09262,A0474,CREDIT,154949.74,2026-04-17,Net Banking,Online Shopping
T08367,A0231,DEBIT,48307.33,2025-07-05,Mobile Banking,Travel
T02566,A0257,DEBIT,291044.13,2025-12-21,Debit Card,Healthcare
T01761,A0291,CREDIT,17692.58,2024-12-28,ATM,Entertainment
T04500,A0570,CREDIT,289240.0,2025-11-24,Credit Card,Restaurant
T03044,A0063,CREDIT,22706.56,2025-12-11,Debit Card,Retail
T03043,A0306,DEBIT,77026.07,2024-08-05,Net Banking,Healthcare
T08050,A0375,DEBIT,291810.4,2024-12-08,Credit Card,Travel
T06736,A0461,DEBIT,428455.68,2025-09-26,UPI,Entertainment
T05753,A0436,DEBIT,373157.27,2024-09-03,Mobile Banking,Retail
T06449,A0194,CREDIT,312959.14,2025-12-08,ATM,Grocery
T07185,A0408,DEBIT,454900.14,2025-09-17,Mobile Banking,Online Shopping
T09009,A0125,DEBIT,267392.46,2026-04-02,Net Banking,Healthcare
T01282,A0164,CREDIT,26863.57,2024-08-08,Mobile Banking,Travel
T01820,A0156,CREDIT,103702.09,2024-04-30,Mobile Banking,Entertainment
T03724,A0105,DEBIT,251240.97,2026-02-05,Credit Card,Restaurant
T07834,A0134,CREDIT,462034.02,2024-09-09,Net Banking,Restaurant
T02623,A0265,CREDIT,290959.03,2024-10-18,Mobile Banking,Entertainment
T05732,A0336,DEBIT,354246.44,2025-07-31,Mobile Banking,Retail
T01007,A0215,DEBIT,185914.85,2025-02-28,ATM,Healthcare
T05991,A0274,DEBIT,292435.49,2025-12-07,Mobile Banking,Utilities
T09197,A0045,DEBIT,415020.47,2026-06-09,Mobile Banking,Healthcare
T00543,A0389,DEBIT,349362.55,2026-08-05,ATM,Fuel
T02116,A0521,DEBIT,449617.42,2026-04-02,Net Banking,Restaurant
T04442,A0030,CREDIT,74856.66,2025-06-01,Credit Card,Entertainment
T00161,A0291,CREDIT,116596.41,2025-11-06,Net Banking,Online Shopping
T03983,A0096,DEBIT,280135.31,2025-02-28,ATM,Fuel
T01351,A0032,DEBIT,33260.35,2024-03-27,Mobile Banking,Grocery
T03058,A0196,DEBIT,76867.07,2024-08-20,UPI,Fuel
T07703,A0328,CREDIT,371837.6,2025-07-20,UPI,Travel
T06467,A0458,DEBIT,220825.8,2026-04-06,Credit Card,Healthcare
T01434,A0117,CREDIT,334741.63,2026-04-11,Debit Card,Fuel
T08366,A0069,CREDIT,465517.58,2025-08-26,Mobile Banking,Grocery
T05598,A0253,DEBIT,33958.08,2024-12-28,Net Banking,Utilities
T04434,A0318,CREDIT,268474.75,2026-06-30,ATM,Education
T00304,A0433,CREDIT,274969.32,2024-09-23,Credit Card,Grocery
T01013,A0538,CREDIT,79170.47,2024-01-16,Debit Card,Travel
T03506,A0146,DEBIT,134893.58,2026-03-18,Debit Card,Retail
T08769,A0176,CREDIT,395461.32,2026-03-10,Net Banking,Healthcare
T08588,A0216,CREDIT,367623.28,2024-03-21,ATM,Grocery
T03677,A0451,CREDIT,40488.71,2026-02-15,ATM,Education
T01876,A0505,CREDIT,324048.65,2024-07-22,Credit Card,Fuel
T01241,A0069,DEBIT,194849.28,2024-07-16,Debit Card,Grocery
T05440,A0567,DEBIT,481967.11,2025-10-31,UPI,Travel
T00556,A0017,DEBIT,93596.18,2024-01-30,Credit Card,Education
T07799,A0074,CREDIT,452746.49,2024-01-28,UPI,Grocery
T06202,A0562,CREDIT,136685.29,2026-06-12,Mobile Banking,Education
T09311,A0468,DEBIT,51322.07,2024-12-10,ATM,Entertainment
T07530,A0015,CREDIT,67052.7,2026-08-26,UPI,Entertainment
T09114,A0217,CREDIT,215661.81,2024-02-04,ATM,Grocery
T00076,A0552,CREDIT,446296.84,2026-04-15,Mobile Banking,Entertainment
T08230,A0329,DEBIT,378116.61,2025-07-01,Mobile Banking,Restaurant
T05566,A0314,CREDIT,135520.48,2024-10-24,ATM,Online Shopping
T06424,A0240,DEBIT,347692.16,2025-12-19,Debit Card,Retail
T01677,A0392,DEBIT,172424.24,2025-10-07,UPI,Travel
T02206,A0251,CREDIT,427556.29,2024-04-27,Net Banking,Retail
T03184,A0440,CREDIT,133884.58,2026-02-02,UPI,Fuel
T00654,A0107,CREDIT,248348.7,2024-08-18,Mobile Banking,Utilities
T01346,A0417,CREDIT,376210.24,2024-02-13,Debit Card,Healthcare
T06301,A0162,DEBIT,498872.55,2025-01-08,Net Banking,Utilities
T07919,A0191,CREDIT,58031.49,2024-08-03,ATM,Fuel
T01877,A0450,CREDIT,406851.29,2025-01-26,Net Banking,Education
T00163,A0421,DEBIT,78602.02,2024-04-23,ATM,Education
T06120,A0001,CREDIT,109366.63,2024-10-24,ATM,Education
T02959,A0399,DEBIT,314662.32,2025-06-26,ATM,Restaurant
T03864,A0244,CREDIT,268249.7,2025-01-16,Debit Card,Education
T02790,A0231,DEBIT,421049.14,2024-05-20,Credit Card,Education
T03646,A0528,DEBIT,328719.27,2024-12-10,Credit Card,Restaurant
T01435,A0382,DEBIT,477838.65,2024-09-21,Net Banking,Education
T03045,A0554,CREDIT,15295.36,2025-09-15,Debit Card,Online Shopping
T06528,A0287,CREDIT,393377.97,2024-09-11,Credit Card,Retail
T01464,A0328,CREDIT,359348.38,2025-03-21,Credit Card,Online Shopping
T06317,A0095,CREDIT,341228.36,2025-02-15,Net Banking,Utilities
T07033,A0237,CREDIT,408817.38,2025-02-02,Credit Card,Education
T06171,A0115,DEBIT,489264.05,2026-01-12,Net Banking,Grocery
T06046,A0090,DEBIT,230367.08,2025-05-21,Credit Card,Fuel
T07653,A0338,DEBIT,185510.82,2026-04-03,ATM,Healthcare
T01850,A0492,CREDIT,68515.9,2026-04-09,Debit Card,Entertainment
T04672,A0246,CREDIT,255800.85,2025-08-07,Mobile Banking,Fuel
T05107,A0344,DEBIT,61011.02,2024-08-11,Mobile Banking,Travel
T05092,A0039,CREDIT,149854.12,2025-01-13,Credit Card,Retail
T03402,A0474,CREDIT,239547.03,2025-01-28,Credit Card,Fuel
T04957,A0173,DEBIT,194146.37,2025-04-01,Mobile Banking,Online Shopping
T07675,A0300,CREDIT,245103.47,2025-03-02,Debit Card,Fuel
T00254,A0395,DEBIT,303626.19,2025-12-30,ATM,Education
T04948,A0546,CREDIT,264153.85,2024-10-17,Credit Card,Education
T07274,A0228,CREDIT,314714.8,2026-04-28,Net Banking,Education
T04261,A0241,DEBIT,460624.81,2026-01-27,UPI,Restaurant
T02384,A0528,DEBIT,437931.56,2024-11-30,ATM,Online Shopping
T09151,A0376,DEBIT,266965.79,2025-08-31,ATM,Retail
T00104,A0104,DEBIT,325495.62,2025-11-22,UPI,Entertainment
T06497,A0076,DEBIT,213603.15,2025-05-02,Net Banking,Retail
T04360,A0066,CREDIT,233159.43,2025-06-20,ATM,Online Shopping
T01177,A0055,DEBIT,426315.2,2024-11-16,Debit Card,Travel
T08964,A0232,CREDIT,475554.37,2026-01-27,Debit Card,Utilities
T08679,A0397,DEBIT,3357.27,2025-03-19,Debit Card,Online Shopping
T06763,A0362,CREDIT,48863.6,2025-05-18,Credit Card,Restaurant
T03182,A0410,DEBIT,386280.29,2024-11-01,Net Banking,Entertainment
T09022,A0160,CREDIT,486528.1,2026-06-17,ATM,Grocery
T07945,A0216,CREDIT,2285.92,2025-08-22,Mobile Banking,Utilities
T04264,A0163,DEBIT,159738.71,2025-12-03,Credit Card,Grocery
T03871,A0501,CREDIT,487099.3,2024-05-07,Net Banking,Utilities
T06242,A0521,CREDIT,290358.99,2026-05-14,Debit Card,Healthcare
T00402,A0362,DEBIT,113019.61,2026-06-19,Mobile Banking,Healthcare
T05956,A0076,DEBIT,275119.84,2024-01-13,Debit Card,Education
T00343,A0033,CREDIT,333135.79,2026-08-29,Credit Card,Restaurant
T03894,A0519,DEBIT,214639.2,2025-08-20,UPI,Online Shopping
